City,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,state,toolcity,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
BOSTON,5,4,0,NA,9.25,4,-9.95,-8.55,-3.6,-4.4,boston,MA,Boston,5th,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 5th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,8.7
BOSTON,5,4,0,NA,9.25,4,-9.95,-8.55,-3.6,-4.4,boston,MA,Boston,5th,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 5th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,9.8
NEW ORLEANS,5,5,0,NA,9.25,5,-9.95,-8.55,-4.6,-5.4,new_orleans,LA,New Orleans,5th,5th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 5th<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,8.7
NEW ORLEANS,5,5,0,NA,9.25,5,-9.95,-8.55,-4.6,-5.4,new_orleans,LA,New Orleans,5th,5th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 5th<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,9.8
CHARLESTON,5,6,0,NA,9.25,6,-9.95,-8.55,-5.6,-6.4,charleston,SC,Charleston,5th,6th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 5th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,8.7
CHARLESTON,5,6,0,NA,9.25,6,-9.95,-8.55,-5.6,-6.4,charleston,SC,Charleston,5th,6th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 5th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,9.8
NORTHERN LIBERTIES,5,7,0,NA,9.25,7,-9.95,-8.55,-6.6,-7.4,northern_liberties,PA,Northern Liberties,5th,7th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 5th<br>Rank: 7th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,8.7
NORTHERN LIBERTIES,5,7,0,NA,9.25,7,-9.95,-8.55,-6.6,-7.4,northern_liberties,PA,Northern Liberties,5th,7th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 5th<br>Rank: 7th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,9.8
CINCINNATI,5,8,0,NA,9.25,8,-9.95,-8.55,-7.6,-8.4,cincinnati,OH,Cincinnati,5th,8th,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 5th<br>Rank: 8th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",right_lim,8.7
CINCINNATI,5,8,0,NA,9.25,8,-9.95,-8.55,-7.6,-8.4,cincinnati,OH,Cincinnati,5th,8th,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 5th<br>Rank: 8th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",left_lim,9.8
ALBANY,5,9,0,NA,9.25,9,-9.95,-8.55,-8.6,-9.4,albany,NY,Albany,5th,9th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 5th<br>Rank: 9th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census",right_lim,8.7
ALBANY,5,9,0,NA,9.25,9,-9.95,-8.55,-8.6,-9.4,albany,NY,Albany,5th,9th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 5th<br>Rank: 9th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census",left_lim,9.8
SOUTHWARK,5,10,0,NA,9.25,10,-9.95,-8.55,-9.6,-10.4,southwark,PA,Southwark,5th,10th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 5th<br>Rank: 10th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,8.7
SOUTHWARK,5,10,0,NA,9.25,10,-9.95,-8.55,-9.6,-10.4,southwark,PA,Southwark,5th,10th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 5th<br>Rank: 10th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,9.8
WASHINGTON,5,11,0,NA,9.25,11,-9.95,-8.55,-10.6,-11.4,washington,DC,Washington,5th,11th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 5th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",right_lim,8.7
WASHINGTON,5,11,0,NA,9.25,11,-9.95,-8.55,-10.6,-11.4,washington,DC,Washington,5th,11th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 5th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",left_lim,9.8
PROVIDENCE,5,12,0,NA,9.25,12,-9.95,-8.55,-11.6,-12.4,providence,RI,Providence,5th,12th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 5th<br>Rank: 12th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",right_lim,8.7
PROVIDENCE,5,12,0,NA,9.25,12,-9.95,-8.55,-11.6,-12.4,providence,RI,Providence,5th,12th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 5th<br>Rank: 12th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",left_lim,9.8
RICHMOND,5,13,0,NA,9.25,13,-9.95,-8.55,-12.6,-13.4,richmond,VA,Richmond,5th,13th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 5th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",right_lim,8.7
RICHMOND,5,13,0,NA,9.25,13,-9.95,-8.55,-12.6,-13.4,richmond,VA,Richmond,5th,13th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 5th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",left_lim,9.8
SALEM,5,14,0,NA,9.25,14,-9.95,-8.55,-13.6,-14.4,salem,MA,Salem,5th,14th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 5th<br>Rank: 14th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",right_lim,8.7
SALEM,5,14,0,NA,9.25,14,-9.95,-8.55,-13.6,-14.4,salem,MA,Salem,5th,14th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 5th<br>Rank: 14th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",left_lim,9.8
KENSINGTON,5,15,0,NA,9.25,15,-9.95,-8.55,-14.6,-15.4,kensington,PA,Kensington,5th,15th,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Kensington, PA<br>Census: 5th<br>Rank: 15th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",right_lim,8.7
KENSINGTON,5,15,0,NA,9.25,15,-9.95,-8.55,-14.6,-15.4,kensington,PA,Kensington,5th,15th,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Kensington, PA<br>Census: 5th<br>Rank: 15th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",left_lim,9.8
PORTLAND,5,16,0,NA,9.25,16,-9.95,-8.55,-15.6,-16.4,portland,ME,Portland,5th,16th,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 5th<br>Rank: 16th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",right_lim,8.7
PORTLAND,5,16,0,NA,9.25,16,-9.95,-8.55,-15.6,-16.4,portland,ME,Portland,5th,16th,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 5th<br>Rank: 16th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",left_lim,9.8
PITTSBURG,5,17,0,NA,9.25,17,-9.95,-8.55,-16.6,-17.4,pittsburg,PA,Pittsburg,5th,17th,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 5th<br>Rank: 17th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",right_lim,8.7
PITTSBURG,5,17,0,NA,9.25,17,-9.95,-8.55,-16.6,-17.4,pittsburg,PA,Pittsburg,5th,17th,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 5th<br>Rank: 17th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",left_lim,9.8
BROOKLYN,5,18,0,NA,9.25,18,-9.95,-8.55,-17.6,-18.4,brooklyn,NY,Brooklyn,5th,18th,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 5th<br>Rank: 18th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",right_lim,8.7
BROOKLYN,5,18,0,NA,9.25,18,-9.95,-8.55,-17.6,-18.4,brooklyn,NY,Brooklyn,5th,18th,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 5th<br>Rank: 18th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",left_lim,9.8
TROY,5,19,0,NA,9.25,19,-9.95,-8.55,-18.6,-19.4,troy,NY,Troy,5th,19th,Rank Change from Last Census: 18,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 5th<br>Rank: 19th<br>Rank Change from Last Census: 18<br>First Appearance: 4th Census",right_lim,8.7
TROY,5,19,0,NA,9.25,19,-9.95,-8.55,-18.6,-19.4,troy,NY,Troy,5th,19th,Rank Change from Last Census: 18,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 5th<br>Rank: 19th<br>Rank Change from Last Census: 18<br>First Appearance: 4th Census",left_lim,9.8
SPRING GARDEN,5,20,1,NA,9.25,20,-9.95,-8.55,-19.6,-20.4,spring_garden,PA,Spring Garden,5th,20th,First Appearance,,"City: Spring Garden, PA<br>Census: 5th<br>Rank: 20th<br>First Appearance",right_lim,8.7
SPRING GARDEN,5,20,1,NA,9.25,20,-9.95,-8.55,-19.6,-20.4,spring_garden,PA,Spring Garden,5th,20th,First Appearance,,"City: Spring Garden, PA<br>Census: 5th<br>Rank: 20th<br>First Appearance",left_lim,9.8
NEWARK,5,21,0,NA,9.25,21,-9.95,-8.55,-20.6,-21.4,newark,NJ,Newark,5th,21st,Rank Change from Last Census: 10,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 5th<br>Rank: 21st<br>Rank Change from Last Census: 10<br>First Appearance: 4th Census",right_lim,8.7
NEWARK,5,21,0,NA,9.25,21,-9.95,-8.55,-20.6,-21.4,newark,NJ,Newark,5th,21st,Rank Change from Last Census: 10,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 5th<br>Rank: 21st<br>Rank Change from Last Census: 10<br>First Appearance: 4th Census",left_lim,9.8
LOUISVILLE,5,22,1,NA,9.25,22,-9.95,-8.55,-21.6,-22.4,louisville,KY,Louisville,5th,22nd,First Appearance,,"City: Louisville, KY<br>Census: 5th<br>Rank: 22nd<br>First Appearance",right_lim,8.7
LOUISVILLE,5,22,1,NA,9.25,22,-9.95,-8.55,-21.6,-22.4,louisville,KY,Louisville,5th,22nd,First Appearance,,"City: Louisville, KY<br>Census: 5th<br>Rank: 22nd<br>First Appearance",left_lim,9.8
NEW HAVEN,5,23,0,NA,9.25,23,-9.95,-8.55,-22.6,-23.4,new_haven,CT,New Haven,5th,23rd,Rank Change from Last Census: 2,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 5th<br>Rank: 23rd<br>Rank Change from Last Census: 2<br>First Appearance: 3rd Census",right_lim,8.7
NEW HAVEN,5,23,0,NA,9.25,23,-9.95,-8.55,-22.6,-23.4,new_haven,CT,New Haven,5th,23rd,Rank Change from Last Census: 2,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 5th<br>Rank: 23rd<br>Rank Change from Last Census: 2<br>First Appearance: 3rd Census",left_lim,9.8
NORFOLK,5,24,0,NA,9.25,24,-9.95,-8.55,-23.6,-24.4,norfolk,VA,Norfolk,5th,24th,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 5th<br>Rank: 24th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",right_lim,8.7
NORFOLK,5,24,0,NA,9.25,24,-9.95,-8.55,-23.6,-24.4,norfolk,VA,Norfolk,5th,24th,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 5th<br>Rank: 24th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",left_lim,9.8
ROCHESTER,5,25,1,NA,9.25,25,-9.95,-8.55,-24.6,-25.4,rochester,NY,Rochester,5th,25th,First Appearance,,"City: Rochester, NY<br>Census: 5th<br>Rank: 25th<br>First Appearance",right_lim,8.7
ROCHESTER,5,25,1,NA,9.25,25,-9.95,-8.55,-24.6,-25.4,rochester,NY,Rochester,5th,25th,First Appearance,,"City: Rochester, NY<br>Census: 5th<br>Rank: 25th<br>First Appearance",left_lim,9.8
CHARLESTOWN,5,26,0,NA,9.25,26,-9.95,-8.55,-25.6,-26.4,charlestown,MA,Charlestown,5th,26th,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 5th<br>Rank: 26th<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",right_lim,8.7
CHARLESTOWN,5,26,0,NA,9.25,26,-9.95,-8.55,-25.6,-26.4,charlestown,MA,Charlestown,5th,26th,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 5th<br>Rank: 26th<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",left_lim,9.8
BUFFALO,5,27,1,NA,9.25,27,-9.95,-8.55,-26.6,-27.4,buffalo,NY,Buffalo,5th,27th,First Appearance,,"City: Buffalo, NY<br>Census: 5th<br>Rank: 27th<br>First Appearance",right_lim,8.7
BUFFALO,5,27,1,NA,9.25,27,-9.95,-8.55,-26.6,-27.4,buffalo,NY,Buffalo,5th,27th,First Appearance,,"City: Buffalo, NY<br>Census: 5th<br>Rank: 27th<br>First Appearance",left_lim,9.8
GEORGETOWN,5,28,1,NA,9.25,28,-9.95,-8.55,-27.6,-28.4,georgetown,DC,Georgetown,5th,28th,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Georgetown, DC<br>Census: 5th<br>Rank: 28th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,8.7
GEORGETOWN,5,28,1,NA,9.25,28,-9.95,-8.55,-27.6,-28.4,georgetown,DC,Georgetown,5th,28th,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Georgetown, DC<br>Census: 5th<br>Rank: 28th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,9.8
UTICA,5,29,1,NA,9.25,29,-9.95,-8.55,-28.6,-29.4,utica,NY,Utica,5th,29th,First Appearance,,"City: Utica, NY<br>Census: 5th<br>Rank: 29th<br>First Appearance",right_lim,8.7
UTICA,5,29,1,NA,9.25,29,-9.95,-8.55,-28.6,-29.4,utica,NY,Utica,5th,29th,First Appearance,,"City: Utica, NY<br>Census: 5th<br>Rank: 29th<br>First Appearance",left_lim,9.8
PETERSBURG,5,30,0,NA,9.25,30,-9.95,-8.55,-29.6,-30.4,petersburg,VA,Petersburg,5th,30th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 5th<br>Rank: 30th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",right_lim,8.7
PETERSBURG,5,30,0,NA,9.25,30,-9.95,-8.55,-29.6,-30.4,petersburg,VA,Petersburg,5th,30th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 5th<br>Rank: 30th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",left_lim,9.8
ALEXANDRIA,5,31,0,NA,9.25,31,-9.95,-8.55,-30.6,-31.4,alexandria,VA,Alexandria,5th,31st,Rank Change from Last Census: -14,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 5th<br>Rank: 31st<br>Rank Change from Last Census: -14<br>First Appearance: 3rd Census",right_lim,8.7
ALEXANDRIA,5,31,0,NA,9.25,31,-9.95,-8.55,-30.6,-31.4,alexandria,VA,Alexandria,5th,31st,Rank Change from Last Census: -14,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 5th<br>Rank: 31st<br>Rank Change from Last Census: -14<br>First Appearance: 3rd Census",left_lim,9.8
PORTSMOUTH,5,32,1,NA,9.25,32,-9.95,-8.55,-31.6,-32.4,portsmouth,NH,Portsmouth,5th,32nd,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 5th<br>Rank: 32nd<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",right_lim,8.7
PORTSMOUTH,5,32,1,NA,9.25,32,-9.95,-8.55,-31.6,-32.4,portsmouth,NH,Portsmouth,5th,32nd,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 5th<br>Rank: 32nd<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",left_lim,9.8
NEWPORT,5,33,1,NA,9.25,33,-9.95,-8.55,-32.6,-33.4,newport,RI,Newport,5th,33rd,Rank Change from Last Census: -12,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 5th<br>Rank: 33rd<br>Rank Change from Last Census: -12<br>First Appearance: 1st Census",right_lim,8.7
NEWPORT,5,33,1,NA,9.25,33,-9.95,-8.55,-32.6,-33.4,newport,RI,Newport,5th,33rd,Rank Change from Last Census: -12,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 5th<br>Rank: 33rd<br>Rank Change from Last Census: -12<br>First Appearance: 1st Census",left_lim,9.8
SAVANNAH,5,34,0,NA,9.25,34,-9.95,-8.55,-33.6,-34.4,savannah,GA,Savannah,5th,34th,Rank Change from Last Census: -16,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 5th<br>Rank: 34th<br>Rank Change from Last Census: -16<br>First Appearance: 2nd Census",right_lim,8.7
SAVANNAH,5,34,0,NA,9.25,34,-9.95,-8.55,-33.6,-34.4,savannah,GA,Savannah,5th,34th,Rank Change from Last Census: -16,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 5th<br>Rank: 34th<br>Rank Change from Last Census: -16<br>First Appearance: 2nd Census",left_lim,9.8
LANCASTER,5,35,0,NA,9.25,35,-9.95,-8.55,-34.6,-35.4,lancaster,PA,Lancaster,5th,35th,Rank Change from Last Census: -6,<br>First Appearance: 3rd Census,"City: Lancaster, PA<br>Census: 5th<br>Rank: 35th<br>Rank Change from Last Census: -6<br>First Appearance: 3rd Census",right_lim,8.7
LANCASTER,5,35,0,NA,9.25,35,-9.95,-8.55,-34.6,-35.4,lancaster,PA,Lancaster,5th,35th,Rank Change from Last Census: -6,<br>First Appearance: 3rd Census,"City: Lancaster, PA<br>Census: 5th<br>Rank: 35th<br>Rank Change from Last Census: -6<br>First Appearance: 3rd Census",left_lim,9.8
NEW BEDFORD,5,36,1,NA,9.25,36,-9.95,-8.55,-35.6,-36.4,new_bedford,MA,New Bedford,5th,36th,Rank Change from Last Census: -10,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 5th<br>Rank: 36th<br>Rank Change from Last Census: -10<br>First Appearance: 3rd Census",right_lim,8.7
NEW BEDFORD,5,36,1,NA,9.25,36,-9.95,-8.55,-35.6,-36.4,new_bedford,MA,New Bedford,5th,36th,Rank Change from Last Census: -10,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 5th<br>Rank: 36th<br>Rank Change from Last Census: -10<br>First Appearance: 3rd Census",left_lim,9.8
GLOUCESTER,5,37,1,NA,9.25,37,-9.95,-8.55,-36.6,-37.4,gloucester,MA,Gloucester,5th,37th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 5th<br>Rank: 37th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census",right_lim,8.7
GLOUCESTER,5,37,1,NA,9.25,37,-9.95,-8.55,-36.6,-37.4,gloucester,MA,Gloucester,5th,37th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 5th<br>Rank: 37th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census",left_lim,9.8
POUGHKEEPSIE,5,38,0,NA,9.25,38,-9.95,-8.55,-37.6,-38.4,poughkeepsie,NY,Poughkeepsie,5th,38th,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Poughkeepsie, NY<br>Census: 5th<br>Rank: 38th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",right_lim,8.7
POUGHKEEPSIE,5,38,0,NA,9.25,38,-9.95,-8.55,-37.6,-38.4,poughkeepsie,NY,Poughkeepsie,5th,38th,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Poughkeepsie, NY<br>Census: 5th<br>Rank: 38th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",left_lim,9.8
NANTUCKET,5,39,0,NA,9.25,39,-9.95,-8.55,-38.6,-39.4,nantucket,MA,Nantucket,5th,39th,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 5th<br>Rank: 39th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",right_lim,8.7
NANTUCKET,5,39,0,NA,9.25,39,-9.95,-8.55,-38.6,-39.4,nantucket,MA,Nantucket,5th,39th,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 5th<br>Rank: 39th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",left_lim,9.8
HARTFORD,5,40,0,NA,9.25,40,-9.95,-8.55,-39.6,-40.4,hartford,CT,Hartford,5th,40th,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 5th<br>Rank: 40th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,8.7
HARTFORD,5,40,0,NA,9.25,40,-9.95,-8.55,-39.6,-40.4,hartford,CT,Hartford,5th,40th,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 5th<br>Rank: 40th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,9.8
MOYAMENSING,5,41,1,NA,9.25,41,-9.95,-8.55,-40.6,-41.4,moyamensing,PA,Moyamensing,5th,41st,First Appearance,,"City: Moyamensing, PA<br>Census: 5th<br>Rank: 41st<br>First Appearance",right_lim,8.7
MOYAMENSING,5,41,1,NA,9.25,41,-9.95,-8.55,-40.6,-41.4,moyamensing,PA,Moyamensing,5th,41st,First Appearance,,"City: Moyamensing, PA<br>Census: 5th<br>Rank: 41st<br>First Appearance",left_lim,9.8
SPRINGFIELD,5,42,0,right,9.25,42,-9.95,-8.55,-41.6,-42.4,springfield,MA,Springfield,5th,42nd,First Appearance,,"City: Springfield, MA<br>Census: 5th<br>Rank: 42nd<br>First Appearance",right_lim,8.7
SPRINGFIELD,5,42,0,right,9.25,42,-9.95,-8.55,-41.6,-42.4,springfield,MA,Springfield,5th,42nd,First Appearance,,"City: Springfield, MA<br>Census: 5th<br>Rank: 42nd<br>First Appearance",left_lim,9.8
LOWELL,5,43,0,right,9.25,43,-9.95,-8.55,-42.6,-43.4,lowell,MA,Lowell,5th,43rd,First Appearance,,"City: Lowell, MA<br>Census: 5th<br>Rank: 43rd<br>First Appearance",right_lim,8.7
LOWELL,5,43,0,right,9.25,43,-9.95,-8.55,-42.6,-43.4,lowell,MA,Lowell,5th,43rd,First Appearance,,"City: Lowell, MA<br>Census: 5th<br>Rank: 43rd<br>First Appearance",left_lim,9.8
NEWBURYPORT,5,44,0,right,9.25,44,-9.95,-8.55,-43.6,-44.4,newburyport,MA,Newburyport,5th,44th,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 5th<br>Rank: 44th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",right_lim,8.7
NEWBURYPORT,5,44,0,right,9.25,44,-9.95,-8.55,-43.6,-44.4,newburyport,MA,Newburyport,5th,44th,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 5th<br>Rank: 44th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",left_lim,9.8
LYNN,5,45,0,right,9.25,45,-9.95,-8.55,-44.6,-45.4,lynn,MA,Lynn,5th,45th,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 5th<br>Rank: 45th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",right_lim,8.7
LYNN,5,45,0,right,9.25,45,-9.95,-8.55,-44.6,-45.4,lynn,MA,Lynn,5th,45th,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 5th<br>Rank: 45th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",left_lim,9.8
LEXINGTON,5,46,0,right,9.25,46,-9.95,-8.55,-45.6,-46.4,lexington,KY,Lexington,5th,46th,Rank Change from Last Census: -10,<br>First Appearance: 4th Census,"City: Lexington, KY<br>Census: 5th<br>Rank: 46th<br>Rank Change from Last Census: -10<br>First Appearance: 4th Census",right_lim,8.7
LEXINGTON,5,46,0,right,9.25,46,-9.95,-8.55,-45.6,-46.4,lexington,KY,Lexington,5th,46th,Rank Change from Last Census: -10,<br>First Appearance: 4th Census,"City: Lexington, KY<br>Census: 5th<br>Rank: 46th<br>Rank Change from Last Census: -10<br>First Appearance: 4th Census",left_lim,9.8
CAMBRIDGE,5,47,0,right,9.25,47,-9.95,-8.55,-46.6,-47.4,cambridge,MA,Cambridge,5th,47th,First Appearance,,"City: Cambridge, MA<br>Census: 5th<br>Rank: 47th<br>First Appearance",right_lim,8.7
CAMBRIDGE,5,47,0,right,9.25,47,-9.95,-8.55,-46.6,-47.4,cambridge,MA,Cambridge,5th,47th,First Appearance,,"City: Cambridge, MA<br>Census: 5th<br>Rank: 47th<br>First Appearance",left_lim,9.8
TAUNTON,5,48,0,right,9.25,48,-9.95,-8.55,-47.6,-48.4,taunton,MA,Taunton,5th,48th,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Taunton, MA<br>Census: 5th<br>Rank: 48th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,8.7
TAUNTON,5,48,0,right,9.25,48,-9.95,-8.55,-47.6,-48.4,taunton,MA,Taunton,5th,48th,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Taunton, MA<br>Census: 5th<br>Rank: 48th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,9.8
READING,5,49,0,right,9.25,49,-9.95,-8.55,-48.6,-49.4,reading,PA,Reading,5th,49th,Rank Change from Last Census: -8,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 5th<br>Rank: 49th<br>Rank Change from Last Census: -8<br>First Appearance: 4th Census",right_lim,8.7
