State,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolState,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
INDIANA,5,13,0,NA,10,13,-10.7,-9.3,-12.6,-13.4,indiana,Indiana,5th,13th,Rank Change from Last Census: 5,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 5th<br>Rank: 13th<br>Rank Change from Last Census: 5<br>First Appearance: 2nd Census,left_lim,10.55
NEW JERSEY,5,14,0,NA,10,14,-10.7,-9.3,-13.6,-14.4,new_jersey,New Jersey,5th,14th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 5th<br>Rank: 14th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,9.45
NEW JERSEY,5,14,0,NA,10,14,-10.7,-9.3,-13.6,-14.4,new_jersey,New Jersey,5th,14th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 5th<br>Rank: 14th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,10.55
ALABAMA,5,15,0,NA,10,15,-10.7,-9.3,-14.6,-15.4,alabama,Alabama,5th,15th,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,State: Alabama<br>Census: 5th<br>Rank: 15th<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census,right_lim,9.45
ALABAMA,5,15,0,NA,10,15,-10.7,-9.3,-14.6,-15.4,alabama,Alabama,5th,15th,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,State: Alabama<br>Census: 5th<br>Rank: 15th<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census,left_lim,10.55
CONNECTICUT,5,16,0,NA,10,16,-10.7,-9.3,-15.6,-16.4,connecticut,Connecticut,5th,16th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 5th<br>Rank: 16th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,9.45
CONNECTICUT,5,16,0,NA,10,16,-10.7,-9.3,-15.6,-16.4,connecticut,Connecticut,5th,16th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 5th<br>Rank: 16th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,10.55
VERMONT,5,17,0,NA,10,17,-10.7,-9.3,-16.6,-17.4,vermont,Vermont,5th,17th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 5th<br>Rank: 17th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,right_lim,9.45
VERMONT,5,17,0,NA,10,17,-10.7,-9.3,-16.6,-17.4,vermont,Vermont,5th,17th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 5th<br>Rank: 17th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,left_lim,10.55
NEW HAMPSHIRE,5,18,0,NA,10,18,-10.7,-9.3,-17.6,-18.4,new_hampshire,New Hampshire,5th,18th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 5th<br>Rank: 18th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,9.45
NEW HAMPSHIRE,5,18,0,NA,10,18,-10.7,-9.3,-17.6,-18.4,new_hampshire,New Hampshire,5th,18th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 5th<br>Rank: 18th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,10.55
LOUISIANA,5,19,0,NA,10,19,-10.7,-9.3,-18.6,-19.4,louisiana,Louisiana,5th,19th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 5th<br>Rank: 19th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census,right_lim,9.45
LOUISIANA,5,19,0,NA,10,19,-10.7,-9.3,-18.6,-19.4,louisiana,Louisiana,5th,19th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 5th<br>Rank: 19th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census,left_lim,10.55
ILLINOIS,5,20,0,NA,10,20,-10.7,-9.3,-19.6,-20.4,illinois,Illinois,5th,20th,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 5th<br>Rank: 20th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,right_lim,9.45
ILLINOIS,5,20,0,NA,10,20,-10.7,-9.3,-19.6,-20.4,illinois,Illinois,5th,20th,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 5th<br>Rank: 20th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,left_lim,10.55
MISSOURI,5,21,0,NA,10,21,-10.7,-9.3,-20.6,-21.4,missouri,Missouri,5th,21st,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,State: Missouri<br>Census: 5th<br>Rank: 21st<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census,right_lim,9.45
MISSOURI,5,21,0,NA,10,21,-10.7,-9.3,-20.6,-21.4,missouri,Missouri,5th,21st,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,State: Missouri<br>Census: 5th<br>Rank: 21st<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census,left_lim,10.55
MISSISSIPPI,5,22,0,NA,10,22,-10.7,-9.3,-21.6,-22.4,mississippi,Mississippi,5th,22nd,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 5th<br>Rank: 22nd<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,right_lim,9.45
MISSISSIPPI,5,22,0,NA,10,22,-10.7,-9.3,-21.6,-22.4,mississippi,Mississippi,5th,22nd,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 5th<br>Rank: 22nd<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,left_lim,10.55
RHODE ISLAND,5,23,0,NA,10,23,-10.7,-9.3,-22.6,-23.4,rhode_island,Rhode Island,5th,23rd,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 5th<br>Rank: 23rd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,9.45
RHODE ISLAND,5,23,0,NA,10,23,-10.7,-9.3,-22.6,-23.4,rhode_island,Rhode Island,5th,23rd,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 5th<br>Rank: 23rd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,10.55
DELAWARE,5,24,0,NA,10,24,-10.7,-9.3,-23.6,-24.4,delaware,Delaware,5th,24th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 5th<br>Rank: 24th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,9.45
DELAWARE,5,24,0,NA,10,24,-10.7,-9.3,-23.6,-24.4,delaware,Delaware,5th,24th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 5th<br>Rank: 24th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,10.55
DISTRICT OF_COLUMBIA,5,25,0,NA,10,25,-10.7,-9.3,-24.6,-25.4,district_of_columbia,District of Columbia,5th,25th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 5th<br>Rank: 25th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,9.45
DISTRICT OF_COLUMBIA,5,25,0,NA,10,25,-10.7,-9.3,-24.6,-25.4,district_of_columbia,District of Columbia,5th,25th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 5th<br>Rank: 25th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,10.55
FLORIDA,5,26,1,NA,10,26,-10.7,-9.3,-25.6,-26.4,florida,Florida,5th,26th,First Appearance,,State: Florida<br>Census: 5th<br>Rank: 26th<br>First Appearance,right_lim,9.45
FLORIDA,5,26,1,NA,10,26,-10.7,-9.3,-25.6,-26.4,florida,Florida,5th,26th,First Appearance,,State: Florida<br>Census: 5th<br>Rank: 26th<br>First Appearance,left_lim,10.55
MICHIGAN,5,27,0,NA,10,27,-10.7,-9.3,-26.6,-27.4,michigan,Michigan,5th,27th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 5th<br>Rank: 27th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,right_lim,9.45
MICHIGAN,5,27,0,NA,10,27,-10.7,-9.3,-26.6,-27.4,michigan,Michigan,5th,27th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 5th<br>Rank: 27th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,left_lim,10.55
ARKANSAS,5,28,0,right,10,28,-10.7,-9.3,-27.6,-28.4,arkansas,Arkansas,5th,28th,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 5th<br>Rank: 28th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census,right_lim,9.45
ARKANSAS,5,28,0,right,10,28,-10.7,-9.3,-27.6,-28.4,arkansas,Arkansas,5th,28th,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 5th<br>Rank: 28th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census,left_lim,10.55
NEW YORK,6,1,0,NA,12,1,-12.7,-11.3,-0.6,-1.4,new_york,New York,6th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 6th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,11.45
NEW YORK,6,1,0,NA,12,1,-12.7,-11.3,-0.6,-1.4,new_york,New York,6th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 6th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,12.55
PENNSYLVANIA,6,2,0,NA,12,2,-12.7,-11.3,-1.6,-2.4,pennsylvania,Pennsylvania,6th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 6th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,11.45
PENNSYLVANIA,6,2,0,NA,12,2,-12.7,-11.3,-1.6,-2.4,pennsylvania,Pennsylvania,6th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 6th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,12.55
OHIO,6,3,0,NA,12,3,-12.7,-11.3,-2.6,-3.4,ohio,Ohio,6th,3rd,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 6th<br>Rank: 3rd<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,right_lim,11.45
OHIO,6,3,0,NA,12,3,-12.7,-11.3,-2.6,-3.4,ohio,Ohio,6th,3rd,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 6th<br>Rank: 3rd<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,12.55
VIRGINIA,6,4,0,NA,12,4,-12.7,-11.3,-3.6,-4.4,virginia,Virginia,6th,4th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Virginia<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,11.45
VIRGINIA,6,4,0,NA,12,4,-12.7,-11.3,-3.6,-4.4,virginia,Virginia,6th,4th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Virginia<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,12.55
TENNESSEE,6,5,0,NA,12,5,-12.7,-11.3,-4.6,-5.4,tennessee,Tennessee,6th,5th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,right_lim,11.45
TENNESSEE,6,5,0,NA,12,5,-12.7,-11.3,-4.6,-5.4,tennessee,Tennessee,6th,5th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,left_lim,12.55
KENTUCKY,6,6,0,NA,12,6,-12.7,-11.3,-5.6,-6.4,kentucky,Kentucky,6th,6th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,11.45
KENTUCKY,6,6,0,NA,12,6,-12.7,-11.3,-5.6,-6.4,kentucky,Kentucky,6th,6th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,12.55
NORTH CAROLINA,6,7,0,NA,12,7,-12.7,-11.3,-6.6,-7.4,north_carolina,North Carolina,6th,7th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,11.45
NORTH CAROLINA,6,7,0,NA,12,7,-12.7,-11.3,-6.6,-7.4,north_carolina,North Carolina,6th,7th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,12.55
MASSACHUSETTS,6,8,0,NA,12,8,-12.7,-11.3,-7.6,-8.4,massachusetts,Massachusetts,6th,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,11.45
MASSACHUSETTS,6,8,0,NA,12,8,-12.7,-11.3,-7.6,-8.4,massachusetts,Massachusetts,6th,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,12.55
GEORGIA,6,9,0,NA,12,9,-12.7,-11.3,-8.6,-9.4,georgia,Georgia,6th,9th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,11.45
GEORGIA,6,9,0,NA,12,9,-12.7,-11.3,-8.6,-9.4,georgia,Georgia,6th,9th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,12.55
INDIANA,6,10,0,NA,12,10,-12.7,-11.3,-9.6,-10.4,indiana,Indiana,6th,10th,Rank Change from Last Census: 3,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: 3<br>First Appearance: 2nd Census,right_lim,11.45
INDIANA,6,10,0,NA,12,10,-12.7,-11.3,-9.6,-10.4,indiana,Indiana,6th,10th,Rank Change from Last Census: 3,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: 3<br>First Appearance: 2nd Census,left_lim,12.55
SOUTH CAROLINA,6,11,0,NA,12,11,-12.7,-11.3,-10.6,-11.4,south_carolina,South Carolina,6th,11th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,11.45
SOUTH CAROLINA,6,11,0,NA,12,11,-12.7,-11.3,-10.6,-11.4,south_carolina,South Carolina,6th,11th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,12.55
ALABAMA,6,12,0,NA,12,12,-12.7,-11.3,-11.6,-12.4,alabama,Alabama,6th,12th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Alabama<br>Census: 6th<br>Rank: 12th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,right_lim,11.45
ALABAMA,6,12,0,NA,12,12,-12.7,-11.3,-11.6,-12.4,alabama,Alabama,6th,12th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Alabama<br>Census: 6th<br>Rank: 12th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,left_lim,12.55
MAINE,6,13,0,NA,12,13,-12.7,-11.3,-12.6,-13.4,maine,Maine,6th,13th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Maine<br>Census: 6th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,right_lim,11.45
MAINE,6,13,0,NA,12,13,-12.7,-11.3,-12.6,-13.4,maine,Maine,6th,13th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Maine<br>Census: 6th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,left_lim,12.55
ILLINOIS,6,14,0,NA,12,14,-12.7,-11.3,-13.6,-14.4,illinois,Illinois,6th,14th,Rank Change from Last Census: 6,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 6th<br>Rank: 14th<br>Rank Change from Last Census: 6<br>First Appearance: 3rd Census,right_lim,11.45
ILLINOIS,6,14,0,NA,12,14,-12.7,-11.3,-13.6,-14.4,illinois,Illinois,6th,14th,Rank Change from Last Census: 6,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 6th<br>Rank: 14th<br>Rank Change from Last Census: 6<br>First Appearance: 3rd Census,left_lim,12.55
MARYLAND,6,15,0,NA,12,15,-12.7,-11.3,-14.6,-15.4,maryland,Maryland,6th,15th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Maryland<br>Census: 6th<br>Rank: 15th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,11.45
MARYLAND,6,15,0,NA,12,15,-12.7,-11.3,-14.6,-15.4,maryland,Maryland,6th,15th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Maryland<br>Census: 6th<br>Rank: 15th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,12.55
MISSOURI,6,16,0,NA,12,16,-12.7,-11.3,-15.6,-16.4,missouri,Missouri,6th,16th,Rank Change from Last Census: 5,<br>First Appearance: 4th Census,State: Missouri<br>Census: 6th<br>Rank: 16th<br>Rank Change from Last Census: 5<br>First Appearance: 4th Census,right_lim,11.45
MISSOURI,6,16,0,NA,12,16,-12.7,-11.3,-15.6,-16.4,missouri,Missouri,6th,16th,Rank Change from Last Census: 5,<br>First Appearance: 4th Census,State: Missouri<br>Census: 6th<br>Rank: 16th<br>Rank Change from Last Census: 5<br>First Appearance: 4th Census,left_lim,12.55
MISSISSIPPI,6,17,0,NA,12,17,-12.7,-11.3,-16.6,-17.4,mississippi,Mississippi,6th,17th,Rank Change from Last Census: 5,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 6th<br>Rank: 17th<br>Rank Change from Last Census: 5<br>First Appearance: 2nd Census,right_lim,11.45
MISSISSIPPI,6,17,0,NA,12,17,-12.7,-11.3,-16.6,-17.4,mississippi,Mississippi,6th,17th,Rank Change from Last Census: 5,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 6th<br>Rank: 17th<br>Rank Change from Last Census: 5<br>First Appearance: 2nd Census,left_lim,12.55
NEW JERSEY,6,18,0,NA,12,18,-12.7,-11.3,-17.6,-18.4,new_jersey,New Jersey,6th,18th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 6th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,11.45
NEW JERSEY,6,18,0,NA,12,18,-12.7,-11.3,-17.6,-18.4,new_jersey,New Jersey,6th,18th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 6th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,12.55
LOUISIANA,6,19,0,NA,12,19,-12.7,-11.3,-18.6,-19.4,louisiana,Louisiana,6th,19th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 6th<br>Rank: 19th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,right_lim,11.45
LOUISIANA,6,19,0,NA,12,19,-12.7,-11.3,-18.6,-19.4,louisiana,Louisiana,6th,19th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 6th<br>Rank: 19th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,left_lim,12.55
CONNECTICUT,6,20,0,NA,12,20,-12.7,-11.3,-19.6,-20.4,connecticut,Connecticut,6th,20th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 6th<br>Rank: 20th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,11.45
CONNECTICUT,6,20,0,NA,12,20,-12.7,-11.3,-19.6,-20.4,connecticut,Connecticut,6th,20th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 6th<br>Rank: 20th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,12.55
VERMONT,6,21,0,NA,12,21,-12.7,-11.3,-20.6,-21.4,vermont,Vermont,6th,21st,Rank Change from Last Census: -4,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 6th<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 2nd Census,right_lim,11.45
VERMONT,6,21,0,NA,12,21,-12.7,-11.3,-20.6,-21.4,vermont,Vermont,6th,21st,Rank Change from Last Census: -4,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 6th<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 2nd Census,left_lim,12.55
NEW HAMPSHIRE,6,22,0,NA,12,22,-12.7,-11.3,-21.6,-22.4,new_hampshire,New Hampshire,6th,22nd,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 6th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,11.45
NEW HAMPSHIRE,6,22,0,NA,12,22,-12.7,-11.3,-21.6,-22.4,new_hampshire,New Hampshire,6th,22nd,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 6th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,12.55
MICHIGAN,6,23,0,NA,12,23,-12.7,-11.3,-22.6,-23.4,michigan,Michigan,6th,23rd,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 6th<br>Rank: 23rd<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,right_lim,11.45
MICHIGAN,6,23,0,NA,12,23,-12.7,-11.3,-22.6,-23.4,michigan,Michigan,6th,23rd,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 6th<br>Rank: 23rd<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,left_lim,12.55
RHODE ISLAND,6,24,0,NA,12,24,-12.7,-11.3,-23.6,-24.4,rhode_island,Rhode Island,6th,24th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 6th<br>Rank: 24th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,11.45
RHODE ISLAND,6,24,0,NA,12,24,-12.7,-11.3,-23.6,-24.4,rhode_island,Rhode Island,6th,24th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 6th<br>Rank: 24th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,12.55
ARKANSAS,6,25,0,NA,12,25,-12.7,-11.3,-24.6,-25.4,arkansas,Arkansas,6th,25th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 6th<br>Rank: 25th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,right_lim,11.45
ARKANSAS,6,25,0,NA,12,25,-12.7,-11.3,-24.6,-25.4,arkansas,Arkansas,6th,25th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 6th<br>Rank: 25th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,left_lim,12.55
DELAWARE,6,26,0,NA,12,26,-12.7,-11.3,-25.6,-26.4,delaware,Delaware,6th,26th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 6th<br>Rank: 26th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,11.45
DELAWARE,6,26,0,NA,12,26,-12.7,-11.3,-25.6,-26.4,delaware,Delaware,6th,26th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 6th<br>Rank: 26th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,12.55
FLORIDA,6,27,0,NA,12,27,-12.7,-11.3,-26.6,-27.4,florida,Florida,6th,27th,Rank Change from Last Census: -1,<br>First Appearance: 5th Census,State: Florida<br>Census: 6th<br>Rank: 27th<br>Rank Change from Last Census: -1<br>First Appearance: 5th Census,right_lim,11.45
FLORIDA,6,27,0,NA,12,27,-12.7,-11.3,-26.6,-27.4,florida,Florida,6th,27th,Rank Change from Last Census: -1,<br>First Appearance: 5th Census,State: Florida<br>Census: 6th<br>Rank: 27th<br>Rank Change from Last Census: -1<br>First Appearance: 5th Census,left_lim,12.55
DISTRICT OF_COLUMBIA,6,28,0,NA,12,28,-12.7,-11.3,-27.6,-28.4,district_of_columbia,District of Columbia,6th,28th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 6th<br>Rank: 28th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census,right_lim,11.45
DISTRICT OF_COLUMBIA,6,28,0,NA,12,28,-12.7,-11.3,-27.6,-28.4,district_of_columbia,District of Columbia,6th,28th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 6th<br>Rank: 28th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census,left_lim,12.55
IOWA,6,29,0,right,12,29,-12.7,-11.3,-28.6,-29.4,iowa,Iowa,6th,29th,First Appearance,,State: Iowa<br>Census: 6th<br>Rank: 29th<br>First Appearance,right_lim,11.45
IOWA,6,29,0,right,12,29,-12.7,-11.3,-28.6,-29.4,iowa,Iowa,6th,29th,First Appearance,,State: Iowa<br>Census: 6th<br>Rank: 29th<br>First Appearance,left_lim,12.55
WISCONSIN,6,30,0,right,12,30,-12.7,-11.3,-29.6,-30.4,wisconsin,Wisconsin,6th,30th,First Appearance,,State: Wisconsin<br>Census: 6th<br>Rank: 30th<br>First Appearance,right_lim,11.45
WISCONSIN,6,30,0,right,12,30,-12.7,-11.3,-29.6,-30.4,wisconsin,Wisconsin,6th,30th,First Appearance,,State: Wisconsin<br>Census: 6th<br>Rank: 30th<br>First Appearance,left_lim,12.55
NEW YORK,7,1,0,NA,14,1,-14.7,-13.3,-0.6,-1.4,new_york,New York,7th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 7th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,13.45
