State,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolState,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
VIRGINIA,6,4,0,NA,11.100000000000001,4,-11.8,-10.400000000000002,-3.6,-4.4,virginia,Virginia,6th,4th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Virginia<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,10.55
VIRGINIA,6,4,0,NA,11.100000000000001,4,-11.8,-10.400000000000002,-3.6,-4.4,virginia,Virginia,6th,4th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Virginia<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,11.650000000000002
TENNESSEE,6,5,0,NA,11.100000000000001,5,-11.8,-10.400000000000002,-4.6,-5.4,tennessee,Tennessee,6th,5th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,right_lim,10.55
TENNESSEE,6,5,0,NA,11.100000000000001,5,-11.8,-10.400000000000002,-4.6,-5.4,tennessee,Tennessee,6th,5th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,left_lim,11.650000000000002
KENTUCKY,6,6,0,NA,11.100000000000001,6,-11.8,-10.400000000000002,-5.6,-6.4,kentucky,Kentucky,6th,6th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,10.55
KENTUCKY,6,6,0,NA,11.100000000000001,6,-11.8,-10.400000000000002,-5.6,-6.4,kentucky,Kentucky,6th,6th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,11.650000000000002
NORTH CAROLINA,6,7,0,NA,11.100000000000001,7,-11.8,-10.400000000000002,-6.6,-7.4,north_carolina,North Carolina,6th,7th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,10.55
NORTH CAROLINA,6,7,0,NA,11.100000000000001,7,-11.8,-10.400000000000002,-6.6,-7.4,north_carolina,North Carolina,6th,7th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,11.650000000000002
MASSACHUSETTS,6,8,0,NA,11.100000000000001,8,-11.8,-10.400000000000002,-7.6,-8.4,massachusetts,Massachusetts,6th,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,10.55
MASSACHUSETTS,6,8,0,NA,11.100000000000001,8,-11.8,-10.400000000000002,-7.6,-8.4,massachusetts,Massachusetts,6th,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,11.650000000000002
GEORGIA,6,9,0,NA,11.100000000000001,9,-11.8,-10.400000000000002,-8.6,-9.4,georgia,Georgia,6th,9th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,10.55
GEORGIA,6,9,0,NA,11.100000000000001,9,-11.8,-10.400000000000002,-8.6,-9.4,georgia,Georgia,6th,9th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,11.650000000000002
INDIANA,6,10,0,NA,11.100000000000001,10,-11.8,-10.400000000000002,-9.6,-10.4,indiana,Indiana,6th,10th,Rank Change from Last Census: 3,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: 3<br>First Appearance: 2nd Census,right_lim,10.55
INDIANA,6,10,0,NA,11.100000000000001,10,-11.8,-10.400000000000002,-9.6,-10.4,indiana,Indiana,6th,10th,Rank Change from Last Census: 3,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: 3<br>First Appearance: 2nd Census,left_lim,11.650000000000002
SOUTH CAROLINA,6,11,0,NA,11.100000000000001,11,-11.8,-10.400000000000002,-10.6,-11.4,south_carolina,South Carolina,6th,11th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,10.55
SOUTH CAROLINA,6,11,0,NA,11.100000000000001,11,-11.8,-10.400000000000002,-10.6,-11.4,south_carolina,South Carolina,6th,11th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,11.650000000000002
ALABAMA,6,12,0,NA,11.100000000000001,12,-11.8,-10.400000000000002,-11.6,-12.4,alabama,Alabama,6th,12th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Alabama<br>Census: 6th<br>Rank: 12th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,right_lim,10.55
ALABAMA,6,12,0,NA,11.100000000000001,12,-11.8,-10.400000000000002,-11.6,-12.4,alabama,Alabama,6th,12th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Alabama<br>Census: 6th<br>Rank: 12th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,left_lim,11.650000000000002
MAINE,6,13,0,NA,11.100000000000001,13,-11.8,-10.400000000000002,-12.6,-13.4,maine,Maine,6th,13th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Maine<br>Census: 6th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,right_lim,10.55
MAINE,6,13,0,NA,11.100000000000001,13,-11.8,-10.400000000000002,-12.6,-13.4,maine,Maine,6th,13th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Maine<br>Census: 6th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,left_lim,11.650000000000002
ILLINOIS,6,14,0,NA,11.100000000000001,14,-11.8,-10.400000000000002,-13.6,-14.4,illinois,Illinois,6th,14th,Rank Change from Last Census: 6,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 6th<br>Rank: 14th<br>Rank Change from Last Census: 6<br>First Appearance: 3rd Census,right_lim,10.55
ILLINOIS,6,14,0,NA,11.100000000000001,14,-11.8,-10.400000000000002,-13.6,-14.4,illinois,Illinois,6th,14th,Rank Change from Last Census: 6,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 6th<br>Rank: 14th<br>Rank Change from Last Census: 6<br>First Appearance: 3rd Census,left_lim,11.650000000000002
MARYLAND,6,15,0,NA,11.100000000000001,15,-11.8,-10.400000000000002,-14.6,-15.4,maryland,Maryland,6th,15th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Maryland<br>Census: 6th<br>Rank: 15th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,10.55
MARYLAND,6,15,0,NA,11.100000000000001,15,-11.8,-10.400000000000002,-14.6,-15.4,maryland,Maryland,6th,15th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Maryland<br>Census: 6th<br>Rank: 15th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,11.650000000000002
MISSOURI,6,16,0,NA,11.100000000000001,16,-11.8,-10.400000000000002,-15.6,-16.4,missouri,Missouri,6th,16th,Rank Change from Last Census: 5,<br>First Appearance: 4th Census,State: Missouri<br>Census: 6th<br>Rank: 16th<br>Rank Change from Last Census: 5<br>First Appearance: 4th Census,right_lim,10.55
MISSOURI,6,16,0,NA,11.100000000000001,16,-11.8,-10.400000000000002,-15.6,-16.4,missouri,Missouri,6th,16th,Rank Change from Last Census: 5,<br>First Appearance: 4th Census,State: Missouri<br>Census: 6th<br>Rank: 16th<br>Rank Change from Last Census: 5<br>First Appearance: 4th Census,left_lim,11.650000000000002
MISSISSIPPI,6,17,0,NA,11.100000000000001,17,-11.8,-10.400000000000002,-16.6,-17.4,mississippi,Mississippi,6th,17th,Rank Change from Last Census: 5,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 6th<br>Rank: 17th<br>Rank Change from Last Census: 5<br>First Appearance: 2nd Census,right_lim,10.55
MISSISSIPPI,6,17,0,NA,11.100000000000001,17,-11.8,-10.400000000000002,-16.6,-17.4,mississippi,Mississippi,6th,17th,Rank Change from Last Census: 5,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 6th<br>Rank: 17th<br>Rank Change from Last Census: 5<br>First Appearance: 2nd Census,left_lim,11.650000000000002
NEW JERSEY,6,18,0,NA,11.100000000000001,18,-11.8,-10.400000000000002,-17.6,-18.4,new_jersey,New Jersey,6th,18th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 6th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,10.55
NEW JERSEY,6,18,0,NA,11.100000000000001,18,-11.8,-10.400000000000002,-17.6,-18.4,new_jersey,New Jersey,6th,18th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 6th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,11.650000000000002
LOUISIANA,6,19,0,NA,11.100000000000001,19,-11.8,-10.400000000000002,-18.6,-19.4,louisiana,Louisiana,6th,19th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 6th<br>Rank: 19th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,right_lim,10.55
LOUISIANA,6,19,0,NA,11.100000000000001,19,-11.8,-10.400000000000002,-18.6,-19.4,louisiana,Louisiana,6th,19th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 6th<br>Rank: 19th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,left_lim,11.650000000000002
CONNECTICUT,6,20,0,NA,11.100000000000001,20,-11.8,-10.400000000000002,-19.6,-20.4,connecticut,Connecticut,6th,20th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 6th<br>Rank: 20th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,10.55
CONNECTICUT,6,20,0,NA,11.100000000000001,20,-11.8,-10.400000000000002,-19.6,-20.4,connecticut,Connecticut,6th,20th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 6th<br>Rank: 20th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,11.650000000000002
VERMONT,6,21,0,NA,11.100000000000001,21,-11.8,-10.400000000000002,-20.6,-21.4,vermont,Vermont,6th,21st,Rank Change from Last Census: -4,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 6th<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 2nd Census,right_lim,10.55
VERMONT,6,21,0,NA,11.100000000000001,21,-11.8,-10.400000000000002,-20.6,-21.4,vermont,Vermont,6th,21st,Rank Change from Last Census: -4,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 6th<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 2nd Census,left_lim,11.650000000000002
NEW HAMPSHIRE,6,22,0,NA,11.100000000000001,22,-11.8,-10.400000000000002,-21.6,-22.4,new_hampshire,New Hampshire,6th,22nd,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 6th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,10.55
NEW HAMPSHIRE,6,22,0,NA,11.100000000000001,22,-11.8,-10.400000000000002,-21.6,-22.4,new_hampshire,New Hampshire,6th,22nd,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 6th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,11.650000000000002
MICHIGAN,6,23,0,NA,11.100000000000001,23,-11.8,-10.400000000000002,-22.6,-23.4,michigan,Michigan,6th,23rd,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 6th<br>Rank: 23rd<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,right_lim,10.55
MICHIGAN,6,23,0,NA,11.100000000000001,23,-11.8,-10.400000000000002,-22.6,-23.4,michigan,Michigan,6th,23rd,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 6th<br>Rank: 23rd<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,left_lim,11.650000000000002
RHODE ISLAND,6,24,0,NA,11.100000000000001,24,-11.8,-10.400000000000002,-23.6,-24.4,rhode_island,Rhode Island,6th,24th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 6th<br>Rank: 24th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,10.55
RHODE ISLAND,6,24,0,NA,11.100000000000001,24,-11.8,-10.400000000000002,-23.6,-24.4,rhode_island,Rhode Island,6th,24th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 6th<br>Rank: 24th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,11.650000000000002
ARKANSAS,6,25,0,NA,11.100000000000001,25,-11.8,-10.400000000000002,-24.6,-25.4,arkansas,Arkansas,6th,25th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 6th<br>Rank: 25th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,right_lim,10.55
ARKANSAS,6,25,0,NA,11.100000000000001,25,-11.8,-10.400000000000002,-24.6,-25.4,arkansas,Arkansas,6th,25th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 6th<br>Rank: 25th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,left_lim,11.650000000000002
DELAWARE,6,26,0,NA,11.100000000000001,26,-11.8,-10.400000000000002,-25.6,-26.4,delaware,Delaware,6th,26th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 6th<br>Rank: 26th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,10.55
DELAWARE,6,26,0,NA,11.100000000000001,26,-11.8,-10.400000000000002,-25.6,-26.4,delaware,Delaware,6th,26th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 6th<br>Rank: 26th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,11.650000000000002
FLORIDA,6,27,0,NA,11.100000000000001,27,-11.8,-10.400000000000002,-26.6,-27.4,florida,Florida,6th,27th,Rank Change from Last Census: -1,<br>First Appearance: 5th Census,State: Florida<br>Census: 6th<br>Rank: 27th<br>Rank Change from Last Census: -1<br>First Appearance: 5th Census,right_lim,10.55
FLORIDA,6,27,0,NA,11.100000000000001,27,-11.8,-10.400000000000002,-26.6,-27.4,florida,Florida,6th,27th,Rank Change from Last Census: -1,<br>First Appearance: 5th Census,State: Florida<br>Census: 6th<br>Rank: 27th<br>Rank Change from Last Census: -1<br>First Appearance: 5th Census,left_lim,11.650000000000002
DISTRICT OF_COLUMBIA,6,28,0,NA,11.100000000000001,28,-11.8,-10.400000000000002,-27.6,-28.4,district_of_columbia,District of Columbia,6th,28th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 6th<br>Rank: 28th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census,right_lim,10.55
DISTRICT OF_COLUMBIA,6,28,0,NA,11.100000000000001,28,-11.8,-10.400000000000002,-27.6,-28.4,district_of_columbia,District of Columbia,6th,28th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 6th<br>Rank: 28th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census,left_lim,11.650000000000002
IOWA,6,29,0,right,11.100000000000001,29,-11.8,-10.400000000000002,-28.6,-29.4,iowa,Iowa,6th,29th,First Appearance,,State: Iowa<br>Census: 6th<br>Rank: 29th<br>First Appearance,right_lim,10.55
IOWA,6,29,0,right,11.100000000000001,29,-11.8,-10.400000000000002,-28.6,-29.4,iowa,Iowa,6th,29th,First Appearance,,State: Iowa<br>Census: 6th<br>Rank: 29th<br>First Appearance,left_lim,11.650000000000002
WISCONSIN,6,30,0,right,11.100000000000001,30,-11.8,-10.400000000000002,-29.6,-30.4,wisconsin,Wisconsin,6th,30th,First Appearance,,State: Wisconsin<br>Census: 6th<br>Rank: 30th<br>First Appearance,right_lim,10.55
WISCONSIN,6,30,0,right,11.100000000000001,30,-11.8,-10.400000000000002,-29.6,-30.4,wisconsin,Wisconsin,6th,30th,First Appearance,,State: Wisconsin<br>Census: 6th<br>Rank: 30th<br>First Appearance,left_lim,11.650000000000002
NEW YORK,7,1,0,NA,12.950000000000001,1,-13.65,-12.250000000000002,-0.6,-1.4,new_york,New York,7th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 7th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,12.4
NEW YORK,7,1,0,NA,12.950000000000001,1,-13.65,-12.250000000000002,-0.6,-1.4,new_york,New York,7th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 7th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,13.500000000000002
PENNSYLVANIA,7,2,0,NA,12.950000000000001,2,-13.65,-12.250000000000002,-1.6,-2.4,pennsylvania,Pennsylvania,7th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 7th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,12.4
PENNSYLVANIA,7,2,0,NA,12.950000000000001,2,-13.65,-12.250000000000002,-1.6,-2.4,pennsylvania,Pennsylvania,7th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 7th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,13.500000000000002
OHIO,7,3,0,NA,12.950000000000001,3,-13.65,-12.250000000000002,-2.6,-3.4,ohio,Ohio,7th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 7th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,12.4
OHIO,7,3,0,NA,12.950000000000001,3,-13.65,-12.250000000000002,-2.6,-3.4,ohio,Ohio,7th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 7th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,13.500000000000002
VIRGINIA,7,4,0,NA,12.950000000000001,4,-13.65,-12.250000000000002,-3.6,-4.4,virginia,Virginia,7th,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Virginia<br>Census: 7th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,12.4
VIRGINIA,7,4,0,NA,12.950000000000001,4,-13.65,-12.250000000000002,-3.6,-4.4,virginia,Virginia,7th,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Virginia<br>Census: 7th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,13.500000000000002
TENNESSEE,7,5,0,NA,12.950000000000001,5,-13.65,-12.250000000000002,-4.6,-5.4,tennessee,Tennessee,7th,5th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 7th<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,12.4
TENNESSEE,7,5,0,NA,12.950000000000001,5,-13.65,-12.250000000000002,-4.6,-5.4,tennessee,Tennessee,7th,5th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 7th<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,13.500000000000002
MASSACHUSETTS,7,6,0,NA,12.950000000000001,6,-13.65,-12.250000000000002,-5.6,-6.4,massachusetts,Massachusetts,7th,6th,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 7th<br>Rank: 6th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census,right_lim,12.4
MASSACHUSETTS,7,6,0,NA,12.950000000000001,6,-13.65,-12.250000000000002,-5.6,-6.4,massachusetts,Massachusetts,7th,6th,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 7th<br>Rank: 6th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census,left_lim,13.500000000000002
INDIANA,7,7,0,NA,12.950000000000001,7,-13.65,-12.250000000000002,-6.6,-7.4,indiana,Indiana,7th,7th,Rank Change from Last Census: 3,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 7th<br>Rank: 7th<br>Rank Change from Last Census: 3<br>First Appearance: 2nd Census,right_lim,12.4
INDIANA,7,7,0,NA,12.950000000000001,7,-13.65,-12.250000000000002,-6.6,-7.4,indiana,Indiana,7th,7th,Rank Change from Last Census: 3,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 7th<br>Rank: 7th<br>Rank Change from Last Census: 3<br>First Appearance: 2nd Census,left_lim,13.500000000000002
KENTUCKY,7,8,0,NA,12.950000000000001,8,-13.65,-12.250000000000002,-7.6,-8.4,kentucky,Kentucky,7th,8th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 7th<br>Rank: 8th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census,right_lim,12.4
KENTUCKY,7,8,0,NA,12.950000000000001,8,-13.65,-12.250000000000002,-7.6,-8.4,kentucky,Kentucky,7th,8th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 7th<br>Rank: 8th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census,left_lim,13.500000000000002
GEORGIA,7,9,0,NA,12.950000000000001,9,-13.65,-12.250000000000002,-8.6,-9.4,georgia,Georgia,7th,9th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Georgia<br>Census: 7th<br>Rank: 9th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,12.4
GEORGIA,7,9,0,NA,12.950000000000001,9,-13.65,-12.250000000000002,-8.6,-9.4,georgia,Georgia,7th,9th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Georgia<br>Census: 7th<br>Rank: 9th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,13.500000000000002
NORTH CAROLINA,7,10,0,NA,12.950000000000001,10,-13.65,-12.250000000000002,-9.6,-10.4,north_carolina,North Carolina,7th,10th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 7th<br>Rank: 10th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,12.4
NORTH CAROLINA,7,10,0,NA,12.950000000000001,10,-13.65,-12.250000000000002,-9.6,-10.4,north_carolina,North Carolina,7th,10th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 7th<br>Rank: 10th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,13.500000000000002
ILLINOIS,7,11,0,NA,12.950000000000001,11,-13.65,-12.250000000000002,-10.6,-11.4,illinois,Illinois,7th,11th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 7th<br>Rank: 11th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census,right_lim,12.4
ILLINOIS,7,11,0,NA,12.950000000000001,11,-13.65,-12.250000000000002,-10.6,-11.4,illinois,Illinois,7th,11th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 7th<br>Rank: 11th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census,left_lim,13.500000000000002
ALABAMA,7,12,0,NA,12.950000000000001,12,-13.65,-12.250000000000002,-11.6,-12.4,alabama,Alabama,7th,12th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,State: Alabama<br>Census: 7th<br>Rank: 12th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census,right_lim,12.4
ALABAMA,7,12,0,NA,12.950000000000001,12,-13.65,-12.250000000000002,-11.6,-12.4,alabama,Alabama,7th,12th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,State: Alabama<br>Census: 7th<br>Rank: 12th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census,left_lim,13.500000000000002
MISSOURI,7,13,0,NA,12.950000000000001,13,-13.65,-12.250000000000002,-12.6,-13.4,missouri,Missouri,7th,13th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Missouri<br>Census: 7th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,right_lim,12.4
MISSOURI,7,13,0,NA,12.950000000000001,13,-13.65,-12.250000000000002,-12.6,-13.4,missouri,Missouri,7th,13th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Missouri<br>Census: 7th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,left_lim,13.500000000000002
SOUTH CAROLINA,7,14,0,NA,12.950000000000001,14,-13.65,-12.250000000000002,-13.6,-14.4,south_carolina,South Carolina,7th,14th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 7th<br>Rank: 14th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,12.4
SOUTH CAROLINA,7,14,0,NA,12.950000000000001,14,-13.65,-12.250000000000002,-13.6,-14.4,south_carolina,South Carolina,7th,14th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 7th<br>Rank: 14th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,13.500000000000002
MISSISSIPPI,7,15,0,NA,12.950000000000001,15,-13.65,-12.250000000000002,-14.6,-15.4,mississippi,Mississippi,7th,15th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 7th<br>Rank: 15th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,right_lim,12.4
MISSISSIPPI,7,15,0,NA,12.950000000000001,15,-13.65,-12.250000000000002,-14.6,-15.4,mississippi,Mississippi,7th,15th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 7th<br>Rank: 15th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,left_lim,13.500000000000002
MAINE,7,16,0,NA,12.950000000000001,16,-13.65,-12.250000000000002,-15.6,-16.4,maine,Maine,7th,16th,Rank Change from Last Census: -3,<br>First Appearance: 4th Census,State: Maine<br>Census: 7th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 4th Census,right_lim,12.4
