City,Census,Rank,label,offset,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolcity,toolcensus,toolrank,state,toolchange,firstcensus,tooltext,limit,limits_val
SALEM,10,14,0,NA,14,-10.7,-9.3,-13.6,-14.4,salem,Salem,5th,14th,MA,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 5th<br>Rank: 14th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",left_lim,10.55
KENSINGTON,10,15,0,NA,15,-10.7,-9.3,-14.6,-15.4,kensington,Kensington,5th,15th,PA,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Kensington, PA<br>Census: 5th<br>Rank: 15th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",right_lim,9.45
KENSINGTON,10,15,0,NA,15,-10.7,-9.3,-14.6,-15.4,kensington,Kensington,5th,15th,PA,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Kensington, PA<br>Census: 5th<br>Rank: 15th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",left_lim,10.55
PORTLAND,10,16,0,NA,16,-10.7,-9.3,-15.6,-16.4,portland,Portland,5th,16th,ME,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 5th<br>Rank: 16th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",right_lim,9.45
PORTLAND,10,16,0,NA,16,-10.7,-9.3,-15.6,-16.4,portland,Portland,5th,16th,ME,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 5th<br>Rank: 16th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",left_lim,10.55
PITTSBURG,10,17,0,NA,17,-10.7,-9.3,-16.6,-17.4,pittsburg,Pittsburg,5th,17th,PA,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 5th<br>Rank: 17th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",right_lim,9.45
PITTSBURG,10,17,0,NA,17,-10.7,-9.3,-16.6,-17.4,pittsburg,Pittsburg,5th,17th,PA,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 5th<br>Rank: 17th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",left_lim,10.55
BROOKLYN,10,18,0,NA,18,-10.7,-9.3,-17.6,-18.4,brooklyn,Brooklyn,5th,18th,NY,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 5th<br>Rank: 18th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",right_lim,9.45
BROOKLYN,10,18,0,NA,18,-10.7,-9.3,-17.6,-18.4,brooklyn,Brooklyn,5th,18th,NY,Rank Change from Last Census: 6,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 5th<br>Rank: 18th<br>Rank Change from Last Census: 6<br>First Appearance: 4th Census",left_lim,10.55
TROY,10,19,0,NA,19,-10.7,-9.3,-18.6,-19.4,troy,Troy,5th,19th,NY,Rank Change from Last Census: 18,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 5th<br>Rank: 19th<br>Rank Change from Last Census: 18<br>First Appearance: 4th Census",right_lim,9.45
TROY,10,19,0,NA,19,-10.7,-9.3,-18.6,-19.4,troy,Troy,5th,19th,NY,Rank Change from Last Census: 18,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 5th<br>Rank: 19th<br>Rank Change from Last Census: 18<br>First Appearance: 4th Census",left_lim,10.55
SPRING GARDEN,10,20,1,NA,20,-10.7,-9.3,-19.6,-20.4,spring_garden,Spring Garden,5th,20th,PA,First Appearance,,"City: Spring Garden, PA<br>Census: 5th<br>Rank: 20th<br>First Appearance",right_lim,9.45
SPRING GARDEN,10,20,1,NA,20,-10.7,-9.3,-19.6,-20.4,spring_garden,Spring Garden,5th,20th,PA,First Appearance,,"City: Spring Garden, PA<br>Census: 5th<br>Rank: 20th<br>First Appearance",left_lim,10.55
NEWARK,10,21,0,NA,21,-10.7,-9.3,-20.6,-21.4,newark,Newark,5th,21st,NJ,Rank Change from Last Census: 10,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 5th<br>Rank: 21st<br>Rank Change from Last Census: 10<br>First Appearance: 4th Census",right_lim,9.45
NEWARK,10,21,0,NA,21,-10.7,-9.3,-20.6,-21.4,newark,Newark,5th,21st,NJ,Rank Change from Last Census: 10,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 5th<br>Rank: 21st<br>Rank Change from Last Census: 10<br>First Appearance: 4th Census",left_lim,10.55
LOUISVILLE,10,22,1,NA,22,-10.7,-9.3,-21.6,-22.4,louisville,Louisville,5th,22nd,KY,First Appearance,,"City: Louisville, KY<br>Census: 5th<br>Rank: 22nd<br>First Appearance",right_lim,9.45
LOUISVILLE,10,22,1,NA,22,-10.7,-9.3,-21.6,-22.4,louisville,Louisville,5th,22nd,KY,First Appearance,,"City: Louisville, KY<br>Census: 5th<br>Rank: 22nd<br>First Appearance",left_lim,10.55
NEW HAVEN,10,23,0,NA,23,-10.7,-9.3,-22.6,-23.4,new_haven,New Haven,5th,23rd,CT,Rank Change from Last Census: 2,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 5th<br>Rank: 23rd<br>Rank Change from Last Census: 2<br>First Appearance: 3rd Census",right_lim,9.45
NEW HAVEN,10,23,0,NA,23,-10.7,-9.3,-22.6,-23.4,new_haven,New Haven,5th,23rd,CT,Rank Change from Last Census: 2,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 5th<br>Rank: 23rd<br>Rank Change from Last Census: 2<br>First Appearance: 3rd Census",left_lim,10.55
NORFOLK,10,24,0,NA,24,-10.7,-9.3,-23.6,-24.4,norfolk,Norfolk,5th,24th,VA,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 5th<br>Rank: 24th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",right_lim,9.45
NORFOLK,10,24,0,NA,24,-10.7,-9.3,-23.6,-24.4,norfolk,Norfolk,5th,24th,VA,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 5th<br>Rank: 24th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",left_lim,10.55
ROCHESTER,10,25,1,NA,25,-10.7,-9.3,-24.6,-25.4,rochester,Rochester,5th,25th,NY,First Appearance,,"City: Rochester, NY<br>Census: 5th<br>Rank: 25th<br>First Appearance",right_lim,9.45
ROCHESTER,10,25,1,NA,25,-10.7,-9.3,-24.6,-25.4,rochester,Rochester,5th,25th,NY,First Appearance,,"City: Rochester, NY<br>Census: 5th<br>Rank: 25th<br>First Appearance",left_lim,10.55
CHARLESTOWN,10,26,0,NA,26,-10.7,-9.3,-25.6,-26.4,charlestown,Charlestown,5th,26th,MA,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 5th<br>Rank: 26th<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",right_lim,9.45
CHARLESTOWN,10,26,0,NA,26,-10.7,-9.3,-25.6,-26.4,charlestown,Charlestown,5th,26th,MA,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 5th<br>Rank: 26th<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",left_lim,10.55
BUFFALO,10,27,1,NA,27,-10.7,-9.3,-26.6,-27.4,buffalo,Buffalo,5th,27th,NY,First Appearance,,"City: Buffalo, NY<br>Census: 5th<br>Rank: 27th<br>First Appearance",right_lim,9.45
BUFFALO,10,27,1,NA,27,-10.7,-9.3,-26.6,-27.4,buffalo,Buffalo,5th,27th,NY,First Appearance,,"City: Buffalo, NY<br>Census: 5th<br>Rank: 27th<br>First Appearance",left_lim,10.55
GEORGETOWN,10,28,1,NA,28,-10.7,-9.3,-27.6,-28.4,georgetown,Georgetown,5th,28th,DC,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Georgetown, DC<br>Census: 5th<br>Rank: 28th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,9.45
GEORGETOWN,10,28,1,NA,28,-10.7,-9.3,-27.6,-28.4,georgetown,Georgetown,5th,28th,DC,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Georgetown, DC<br>Census: 5th<br>Rank: 28th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,10.55
UTICA,10,29,1,NA,29,-10.7,-9.3,-28.6,-29.4,utica,Utica,5th,29th,NY,First Appearance,,"City: Utica, NY<br>Census: 5th<br>Rank: 29th<br>First Appearance",right_lim,9.45
UTICA,10,29,1,NA,29,-10.7,-9.3,-28.6,-29.4,utica,Utica,5th,29th,NY,First Appearance,,"City: Utica, NY<br>Census: 5th<br>Rank: 29th<br>First Appearance",left_lim,10.55
PETERSBURG,10,30,0,NA,30,-10.7,-9.3,-29.6,-30.4,petersburg,Petersburg,5th,30th,VA,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 5th<br>Rank: 30th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",right_lim,9.45
PETERSBURG,10,30,0,NA,30,-10.7,-9.3,-29.6,-30.4,petersburg,Petersburg,5th,30th,VA,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 5th<br>Rank: 30th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",left_lim,10.55
ALEXANDRIA,10,31,0,NA,31,-10.7,-9.3,-30.6,-31.4,alexandria,Alexandria,5th,31st,VA,Rank Change from Last Census: -14,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 5th<br>Rank: 31st<br>Rank Change from Last Census: -14<br>First Appearance: 3rd Census",right_lim,9.45
ALEXANDRIA,10,31,0,NA,31,-10.7,-9.3,-30.6,-31.4,alexandria,Alexandria,5th,31st,VA,Rank Change from Last Census: -14,<br>First Appearance: 3rd Census,"City: Alexandria, VA<br>Census: 5th<br>Rank: 31st<br>Rank Change from Last Census: -14<br>First Appearance: 3rd Census",left_lim,10.55
PORTSMOUTH,10,32,1,NA,32,-10.7,-9.3,-31.6,-32.4,portsmouth,Portsmouth,5th,32nd,NH,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 5th<br>Rank: 32nd<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",right_lim,9.45
PORTSMOUTH,10,32,1,NA,32,-10.7,-9.3,-31.6,-32.4,portsmouth,Portsmouth,5th,32nd,NH,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Portsmouth, NH<br>Census: 5th<br>Rank: 32nd<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",left_lim,10.55
NEWPORT,10,33,1,NA,33,-10.7,-9.3,-32.6,-33.4,newport,Newport,5th,33rd,RI,Rank Change from Last Census: -12,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 5th<br>Rank: 33rd<br>Rank Change from Last Census: -12<br>First Appearance: 1st Census",right_lim,9.45
NEWPORT,10,33,1,NA,33,-10.7,-9.3,-32.6,-33.4,newport,Newport,5th,33rd,RI,Rank Change from Last Census: -12,<br>First Appearance: 1st Census,"City: Newport, RI<br>Census: 5th<br>Rank: 33rd<br>Rank Change from Last Census: -12<br>First Appearance: 1st Census",left_lim,10.55
SAVANNAH,10,34,0,NA,34,-10.7,-9.3,-33.6,-34.4,savannah,Savannah,5th,34th,GA,Rank Change from Last Census: -16,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 5th<br>Rank: 34th<br>Rank Change from Last Census: -16<br>First Appearance: 2nd Census",right_lim,9.45
SAVANNAH,10,34,0,NA,34,-10.7,-9.3,-33.6,-34.4,savannah,Savannah,5th,34th,GA,Rank Change from Last Census: -16,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 5th<br>Rank: 34th<br>Rank Change from Last Census: -16<br>First Appearance: 2nd Census",left_lim,10.55
LANCASTER,10,35,0,NA,35,-10.7,-9.3,-34.6,-35.4,lancaster,Lancaster,5th,35th,PA,Rank Change from Last Census: -6,<br>First Appearance: 3rd Census,"City: Lancaster, PA<br>Census: 5th<br>Rank: 35th<br>Rank Change from Last Census: -6<br>First Appearance: 3rd Census",right_lim,9.45
LANCASTER,10,35,0,NA,35,-10.7,-9.3,-34.6,-35.4,lancaster,Lancaster,5th,35th,PA,Rank Change from Last Census: -6,<br>First Appearance: 3rd Census,"City: Lancaster, PA<br>Census: 5th<br>Rank: 35th<br>Rank Change from Last Census: -6<br>First Appearance: 3rd Census",left_lim,10.55
NEW BEDFORD,10,36,1,NA,36,-10.7,-9.3,-35.6,-36.4,new_bedford,New Bedford,5th,36th,MA,Rank Change from Last Census: -10,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 5th<br>Rank: 36th<br>Rank Change from Last Census: -10<br>First Appearance: 3rd Census",right_lim,9.45
NEW BEDFORD,10,36,1,NA,36,-10.7,-9.3,-35.6,-36.4,new_bedford,New Bedford,5th,36th,MA,Rank Change from Last Census: -10,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 5th<br>Rank: 36th<br>Rank Change from Last Census: -10<br>First Appearance: 3rd Census",left_lim,10.55
GLOUCESTER,10,37,1,NA,37,-10.7,-9.3,-36.6,-37.4,gloucester,Gloucester,5th,37th,MA,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 5th<br>Rank: 37th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census",right_lim,9.45
GLOUCESTER,10,37,1,NA,37,-10.7,-9.3,-36.6,-37.4,gloucester,Gloucester,5th,37th,MA,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,"City: Gloucester, MA<br>Census: 5th<br>Rank: 37th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census",left_lim,10.55
PLOUGHKEEPSIE,10,38,0,NA,38,-10.7,-9.3,-37.6,-38.4,ploughkeepsie,Ploughkeepsie,5th,38th,NY,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Ploughkeepsie, NY<br>Census: 5th<br>Rank: 38th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",right_lim,9.45
PLOUGHKEEPSIE,10,38,0,NA,38,-10.7,-9.3,-37.6,-38.4,ploughkeepsie,Ploughkeepsie,5th,38th,NY,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Ploughkeepsie, NY<br>Census: 5th<br>Rank: 38th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",left_lim,10.55
NANTUCKET,10,39,0,NA,39,-10.7,-9.3,-38.6,-39.4,nantucket,Nantucket,5th,39th,MA,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 5th<br>Rank: 39th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",right_lim,9.45
NANTUCKET,10,39,0,NA,39,-10.7,-9.3,-38.6,-39.4,nantucket,Nantucket,5th,39th,MA,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Nantucket, MA<br>Census: 5th<br>Rank: 39th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",left_lim,10.55
HARTFORD,10,40,0,NA,40,-10.7,-9.3,-39.6,-40.4,hartford,Hartford,5th,40th,CT,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 5th<br>Rank: 40th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,9.45
HARTFORD,10,40,0,NA,40,-10.7,-9.3,-39.6,-40.4,hartford,Hartford,5th,40th,CT,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 5th<br>Rank: 40th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,10.55
MOYAMENSING,10,41,1,NA,41,-10.7,-9.3,-40.6,-41.4,moyamensing,Moyamensing,5th,41st,PA,First Appearance,,"City: Moyamensing, PA<br>Census: 5th<br>Rank: 41st<br>First Appearance",right_lim,9.45
MOYAMENSING,10,41,1,NA,41,-10.7,-9.3,-40.6,-41.4,moyamensing,Moyamensing,5th,41st,PA,First Appearance,,"City: Moyamensing, PA<br>Census: 5th<br>Rank: 41st<br>First Appearance",left_lim,10.55
SPRINGFIELD,10,42,0,right,42,-10.7,-9.3,-41.6,-42.4,springfield,Springfield,5th,42nd,MA,First Appearance,,"City: Springfield, MA<br>Census: 5th<br>Rank: 42nd<br>First Appearance",right_lim,9.45
SPRINGFIELD,10,42,0,right,42,-10.7,-9.3,-41.6,-42.4,springfield,Springfield,5th,42nd,MA,First Appearance,,"City: Springfield, MA<br>Census: 5th<br>Rank: 42nd<br>First Appearance",left_lim,10.55
LOWELL,10,43,0,right,43,-10.7,-9.3,-42.6,-43.4,lowell,Lowell,5th,43rd,MA,First Appearance,,"City: Lowell, MA<br>Census: 5th<br>Rank: 43rd<br>First Appearance",right_lim,9.45
LOWELL,10,43,0,right,43,-10.7,-9.3,-42.6,-43.4,lowell,Lowell,5th,43rd,MA,First Appearance,,"City: Lowell, MA<br>Census: 5th<br>Rank: 43rd<br>First Appearance",left_lim,10.55
NEWBURYPORT,10,44,0,right,44,-10.7,-9.3,-43.6,-44.4,newburyport,Newburyport,5th,44th,MA,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 5th<br>Rank: 44th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",right_lim,9.45
NEWBURYPORT,10,44,0,right,44,-10.7,-9.3,-43.6,-44.4,newburyport,Newburyport,5th,44th,MA,Rank Change from Last Census: -17,<br>First Appearance: 2nd Census,"City: Newburyport, MA<br>Census: 5th<br>Rank: 44th<br>Rank Change from Last Census: -17<br>First Appearance: 2nd Census",left_lim,10.55
LYNN,10,45,0,right,45,-10.7,-9.3,-44.6,-45.4,lynn,Lynn,5th,45th,MA,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 5th<br>Rank: 45th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",right_lim,9.45
LYNN,10,45,0,right,45,-10.7,-9.3,-44.6,-45.4,lynn,Lynn,5th,45th,MA,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 5th<br>Rank: 45th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",left_lim,10.55
LEXINGTON,10,46,0,right,46,-10.7,-9.3,-45.6,-46.4,lexington,Lexington,5th,46th,KY,Rank Change from Last Census: -10,<br>First Appearance: 4th Census,"City: Lexington, KY<br>Census: 5th<br>Rank: 46th<br>Rank Change from Last Census: -10<br>First Appearance: 4th Census",right_lim,9.45
LEXINGTON,10,46,0,right,46,-10.7,-9.3,-45.6,-46.4,lexington,Lexington,5th,46th,KY,Rank Change from Last Census: -10,<br>First Appearance: 4th Census,"City: Lexington, KY<br>Census: 5th<br>Rank: 46th<br>Rank Change from Last Census: -10<br>First Appearance: 4th Census",left_lim,10.55
CAMBRIDGE,10,47,0,right,47,-10.7,-9.3,-46.6,-47.4,cambridge,Cambridge,5th,47th,MA,First Appearance,,"City: Cambridge, MA<br>Census: 5th<br>Rank: 47th<br>First Appearance",right_lim,9.45
CAMBRIDGE,10,47,0,right,47,-10.7,-9.3,-46.6,-47.4,cambridge,Cambridge,5th,47th,MA,First Appearance,,"City: Cambridge, MA<br>Census: 5th<br>Rank: 47th<br>First Appearance",left_lim,10.55
TAUNTON,10,48,0,right,48,-10.7,-9.3,-47.6,-48.4,taunton,Taunton,5th,48th,MA,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Taunton, MA<br>Census: 5th<br>Rank: 48th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,9.45
TAUNTON,10,48,0,right,48,-10.7,-9.3,-47.6,-48.4,taunton,Taunton,5th,48th,MA,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Taunton, MA<br>Census: 5th<br>Rank: 48th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,10.55
READING,10,49,0,right,49,-10.7,-9.3,-48.6,-49.4,reading,Reading,5th,49th,PA,Rank Change from Last Census: -8,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 5th<br>Rank: 49th<br>Rank Change from Last Census: -8<br>First Appearance: 4th Census",right_lim,9.45
READING,10,49,0,right,49,-10.7,-9.3,-48.6,-49.4,reading,Reading,5th,49th,PA,Rank Change from Last Census: -8,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 5th<br>Rank: 49th<br>Rank Change from Last Census: -8<br>First Appearance: 4th Census",left_lim,10.55
NEW YORK,12,1,0,NA,1,-12.7,-11.3,-0.6,-1.4,new_york,New York,6th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 6th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,11.45
NEW YORK,12,1,0,NA,1,-12.7,-11.3,-0.6,-1.4,new_york,New York,6th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 6th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,12.55
BALTIMORE,12,2,0,NA,2,-12.7,-11.3,-1.6,-2.4,baltimore,Baltimore,6th,2nd,MD,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 6th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,11.45
BALTIMORE,12,2,0,NA,2,-12.7,-11.3,-1.6,-2.4,baltimore,Baltimore,6th,2nd,MD,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 6th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,12.55
NEW ORLEANS,12,3,0,NA,3,-12.7,-11.3,-2.6,-3.4,new_orleans,New Orleans,6th,3rd,LA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 6th<br>Rank: 3rd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,11.45
NEW ORLEANS,12,3,0,NA,3,-12.7,-11.3,-2.6,-3.4,new_orleans,New Orleans,6th,3rd,LA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 6th<br>Rank: 3rd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,12.55
PHILADELPHIA,12,4,0,NA,4,-12.7,-11.3,-3.6,-4.4,philadelphia,Philadelphia,6th,4th,PA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,11.45
PHILADELPHIA,12,4,0,NA,4,-12.7,-11.3,-3.6,-4.4,philadelphia,Philadelphia,6th,4th,PA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,12.55
BOSTON,12,5,0,NA,5,-12.7,-11.3,-4.6,-5.4,boston,Boston,6th,5th,MA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,11.45
BOSTON,12,5,0,NA,5,-12.7,-11.3,-4.6,-5.4,boston,Boston,6th,5th,MA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,12.55
CINCINNATI,12,6,0,NA,6,-12.7,-11.3,-5.6,-6.4,cincinnati,Cincinnati,6th,6th,OH,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",right_lim,11.45
CINCINNATI,12,6,0,NA,6,-12.7,-11.3,-5.6,-6.4,cincinnati,Cincinnati,6th,6th,OH,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",left_lim,12.55
BROOKLYN,12,7,0,NA,7,-12.7,-11.3,-6.6,-7.4,brooklyn,Brooklyn,6th,7th,NY,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",right_lim,11.45
BROOKLYN,12,7,0,NA,7,-12.7,-11.3,-6.6,-7.4,brooklyn,Brooklyn,6th,7th,NY,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",left_lim,12.55
NORTHERN LIBERTIES,12,8,0,NA,8,-12.7,-11.3,-7.6,-8.4,northern_liberties,Northern Liberties,6th,8th,PA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,11.45
NORTHERN LIBERTIES,12,8,0,NA,8,-12.7,-11.3,-7.6,-8.4,northern_liberties,Northern Liberties,6th,8th,PA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,12.55
ALBANY,12,9,0,NA,9,-12.7,-11.3,-8.6,-9.4,albany,Albany,6th,9th,NY,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",right_lim,11.45
ALBANY,12,9,0,NA,9,-12.7,-11.3,-8.6,-9.4,albany,Albany,6th,9th,NY,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",left_lim,12.55
CHARLESTON,12,10,0,NA,10,-12.7,-11.3,-9.6,-10.4,charleston,Charleston,6th,10th,SC,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",right_lim,11.45
CHARLESTON,12,10,0,NA,10,-12.7,-11.3,-9.6,-10.4,charleston,Charleston,6th,10th,SC,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",left_lim,12.55
SPRING GARDEN,12,11,0,NA,11,-12.7,-11.3,-10.6,-11.4,spring_garden,Spring Garden,6th,11th,PA,Rank Change from Last Census: 9,<br>First Appearance: 5th Census,"City: Spring Garden, PA<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 5th Census",right_lim,11.45
SPRING GARDEN,12,11,0,NA,11,-12.7,-11.3,-10.6,-11.4,spring_garden,Spring Garden,6th,11th,PA,Rank Change from Last Census: 9,<br>First Appearance: 5th Census,"City: Spring Garden, PA<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 5th Census",left_lim,12.55
